GAME,BlackElo,BlackRatingDiff,Date,ECO,Event,Opening,White_Result,Black_Result,Result,Site,Termination,TimeControl,UTCTime,WhiteElo,WhiteRatingDiff,Black_elo_category,White_elo_category,starting_time,increment,Game_type,Total_moves,Black_blunders,White_blunders,Black_mistakes,White_mistakes,Black_inaccuracies,White_inaccuracies,Black_inferior_moves,White_inferior_moves,Black_ts_moves,White_ts_moves,Black_ts_blunders,White_ts_blunders,Black_ts_mistakes,White_ts_mistake,Black_long_moves,White_long_moves,Black_bad_long_moves,White_bad_long_moves,Game_flips,Game_flips_ts
38917,1805,-7,2020.09.01,D07,Rated Blitz game,Queen's Gambit Refused: Chigorin Defense,1,0,Jan-00,https://lichess.org/hcuYTZZY,Normal,300+0,0:32:57,1765,7,Low rating,Low rating,300,0,Blitz,53,2,1,0,2,2,3,4,6,0,0,0,0,0,0,0,2,0,1,7,0
38926,2074,-6,2020.09.01,B30,Rated Blitz game,Sicilian Defense: Old Sicilian,1,0,Jan-00,https://lichess.org/Pa202pK9,Normal,300+0,0:32:57,2047,6,High rating,High rating,300,0,Blitz,41,1,0,4,1,1,2,6,3,0,0,0,0,0,0,1,0,1,0,6,0
39021,1387,-37,2020.09.01,B29,Rated Rapid game,Sicilian Defense: Nimzowitsch Variation,1,0,Jan-00,https://lichess.org/zu6ZAere,Time forfeit,600+0,0:33:05,1474,5,Low rating,Low rating,600,0,Rapid,81,5,2,4,1,3,5,12,8,8,0,3,0,0,0,0,0,0,0,9,1
39043,1142,-5,2020.09.01,B21,Rated Blitz game,Sicilian Defense: Smith-Morra Gambit,1,0,Jan-00,https://lichess.org/2sp0BOK6,Time forfeit,300+0,0:33:06,1156,16,Low rating,Low rating,300,0,Blitz,67,3,4,2,2,4,1,9,7,5,7,0,1,0,0,2,1,1,0,8,0
39052,1758,-5,2020.09.01,C53,Rated Blitz game,"Italian Game: Classical Variation, Giuoco Pianissimo",1,0,Jan-00,https://lichess.org/f1vQygvZ,Normal,300+0,0:33:06,1765,5,Low rating,Low rating,300,0,Blitz,83,3,1,4,1,1,0,8,2,0,0,0,0,0,0,1,0,1,0,3,0
39064,1588,-7,2020.09.01,C00,Rated Bullet game,French Defense: Normal Variation,1,0,Jan-00,https://lichess.org/qPT3k42Q,Normal,60+0,0:33:06,1515,7,Low rating,Low rating,60,0,Bullet,39,2,2,6,2,3,1,11,5,0,0,0,0,0,0,0,0,0,0,1,0
39067,1332,-158,2020.09.01,B10,Rated Bullet game,Caro-Kann Defense: Two Knights Attack,1,0,Jan-00,https://lichess.org/C80Z8ejS,Time forfeit,60+0,0:33:06,1207,32,Low rating,Low rating,60,0,Bullet,75,8,5,0,1,0,0,8,6,5,0,1,0,0,0,0,0,0,0,6,0
39072,1588,-6,2020.09.01,C41,Rated Bullet game,Philidor Defense: Lopez Countergambit,1,0,Jan-00,https://lichess.org/71Ft096R,Normal,60+0,0:33:06,1597,29,Low rating,Low rating,60,0,Bullet,67,2,1,3,3,3,2,8,6,2,0,0,0,1,0,2,0,1,0,1,0
39080,1041,45,2020.09.01,B20,Rated Rapid game,Sicilian Defense: Bowdler Attack,0,1,0-1,https://lichess.org/7IrjhIlA,Normal,300+8,0:33:07,1365,-9,Low rating,Low rating,300,8,Blitz,62,1,3,3,4,0,1,4,8,0,0,0,0,0,0,1,1,0,0,3,0
39082,1204,-8,2020.09.01,D02,Rated Rapid game,Queen's Pawn Game: Zukertort Variation,1,0,Jan-00,https://lichess.org/6seh8MMh,Normal,600+5,0:33:07,1014,100,Low rating,Low rating,600,5,Rapid,51,2,0,4,3,4,7,10,10,0,0,0,0,0,0,0,0,0,0,7,0
39119,2124,-7,2020.09.01,A02,Rated Bullet game,Bird Opening: Myers Defense,1,0,Jan-00,https://lichess.org/Rv0wMOrz,Time forfeit,120+1,0:33:09,2071,6,High rating,High rating,120,1,Bullet,99,2,1,5,6,5,7,12,14,11,0,1,0,1,0,2,0,1,0,17,1
39133,1544,6,2020.09.01,A04,Rated Bullet game,Zukertort Opening: Queen's Gambit Invitation,0,1,0-1,https://lichess.org/Xmahwxu2,Normal,60+0,0:33:10,1564,-6,Low rating,Low rating,60,0,Bullet,42,0,3,4,2,4,3,8,8,0,0,0,0,0,0,0,0,0,0,7,0
39139,1098,-7,2020.09.01,D37,Rated Bullet game,Queen's Gambit Declined: Three Knights Variation,1,0,Jan-00,https://lichess.org/RASuvDSN,Time forfeit,60+0,0:33:10,1175,5,Low rating,Low rating,60,0,Bullet,59,9,9,4,3,1,1,14,13,8,2,4,0,0,0,2,0,1,0,18,4
39184,960,-11,2020.09.01,B00,Rated Blitz game,Nimzowitsch Defense: Mikenas Variation,1,0,Jan-00,https://lichess.org/zOphGkFI,Time forfeit,180+0,0:33:13,1015,37,Low rating,Low rating,180,0,Blitz,49,2,2,2,2,5,2,9,6,4,5,0,0,0,0,2,3,0,2,3,0
39238,1230,-5,2020.09.01,B00,Rated Bullet game,Nimzowitsch Defense: Pseudo-Spanish Variation,1,0,Jan-00,https://lichess.org/lDHeLboW,Normal,60+0,0:33:15,1232,5,Low rating,Low rating,60,0,Bullet,47,3,2,3,2,2,1,8,5,0,0,0,0,0,0,0,0,0,0,5,0
39248,1458,-10,2020.09.01,A43,Rated Rapid game,Old Benoni Defense,1,0,Jan-00,https://lichess.org/A6lENfhn,Normal,600+0,0:33:16,1409,7,Low rating,Low rating,600,0,Rapid,61,6,6,3,1,3,2,12,9,0,7,0,1,0,0,1,2,0,2,10,0
39251,1108,-5,2020.09.01,B00,Rated Rapid game,Nimzowitsch Defense,1,0,Jan-00,https://lichess.org/gele8T1Z,Normal,600+0,0:33:16,1107,7,Low rating,Low rating,600,0,Rapid,57,4,3,6,5,3,6,13,14,2,0,0,0,1,0,0,0,0,0,5,0
39253,1981,13,2020.09.01,B07,Rated Rapid game,Pirc Defense,0,1,0-1,https://lichess.org/JDAE4Jv0,Normal,600+0,0:33:16,2088,-8,High rating,High rating,600,0,Rapid,84,3,4,2,2,6,3,11,9,0,0,0,0,0,0,0,1,0,0,11,0
39275,1513,-1,2020.09.01,D01,Rated Blitz game,"Queen's Pawn Game: Veresov Attack, Classical Defense",1,0,Jan-00,https://lichess.org/YWJNjDyJ,Normal,180+0,0:33:18,1934,1,Low rating,High rating,180,0,Blitz,45,2,0,3,0,6,4,11,4,0,0,0,0,0,0,1,0,1,0,1,0
39278,1781,7,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game,0,1,0-1,https://lichess.org/AKjFMS4Y,Normal,180+0,0:33:19,1824,-7,Low rating,Low rating,180,0,Blitz,78,0,1,7,6,4,5,11,12,0,0,0,0,0,0,0,0,0,0,10,0
39308,1312,-7,2020.09.01,C40,Rated Bullet game,King's Knight Opening,1,0,Jan-00,https://lichess.org/wNVVNw6j,Time forfeit,60+0,0:33:20,1190,82,Low rating,Low rating,60,0,Bullet,59,3,1,1,2,3,1,7,4,5,1,2,0,0,0,2,1,0,0,3,1
39337,1133,-5,2020.09.01,B02,Rated Blitz game,Alekhine Defense,1,0,Jan-00,https://lichess.org/BbbLHuuh,Normal,300+0,0:33:21,1111,44,Low rating,Low rating,300,0,Blitz,79,4,2,1,0,5,2,10,4,0,0,0,0,0,0,0,0,0,0,1,0
39357,2009,-7,2020.09.01,C61,Rated Bullet game,Ruy Lopez: Bird Variation,1,0,Jan-00,https://lichess.org/4XwAPFKz,Normal,120+1,0:33:23,1934,7,High rating,High rating,120,1,Bullet,21,1,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
39391,1912,9,2020.09.01,C00,Rated Rapid tournament https://lichess.org/tournament/NHUicSe7,French Defense: Knight Variation,0,1,0-1,https://lichess.org/9ixEBJo9,Normal,600+5,0:33:25,1815,-16,High rating,Low rating,600,5,Rapid,22,0,1,0,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0
39395,1355,-5,2020.09.01,D30,Rated Rapid game,Queen's Gambit Declined,1,0,Jan-00,https://lichess.org/hFcKWjNX,Normal,900+10,0:33:25,1367,11,Low rating,Low rating,900,10,Rapid,75,2,3,8,3,5,4,15,10,0,0,0,0,0,0,1,0,1,0,11,0
39415,2024,-7,2020.09.01,B28,Rated Classical game,"Sicilian Defense: O'Kelly Variation, Normal System",1,0,Jan-00,https://lichess.org/sEukxyMl,Normal,1800+0,0:33:27,1956,40,High rating,High rating,1800,0,Classical,113,1,1,6,5,4,4,11,10,0,0,0,0,0,0,0,0,0,0,6,0
39444,942,4,2020.09.01,C20,Rated Blitz game,King's Pawn Game: Leonardis Variation,0,1,0-1,https://lichess.org/TNej4eL2,Time forfeit,180+0,0:33:27,799,-3,Low rating,Low rating,180,0,Blitz,60,2,0,8,6,4,8,14,14,0,8,0,0,0,0,0,4,0,2,9,0
39449,1797,-8,2020.09.01,D00,Rated Rapid tournament https://lichess.org/tournament/vkZi5jaQ,Queen's Pawn Game: Levitsky Attack,1,0,Jan-00,https://lichess.org/QqgNWpD1,Time forfeit,600+0,0:33:27,1666,8,Low rating,Low rating,600,0,Rapid,147,0,0,4,4,8,6,12,10,21,0,0,0,0,0,0,0,0,0,13,0
39456,1803,-6,2020.09.01,D02,Rated Blitz tournament https://lichess.org/tournament/uAQ2oGqy,Queen's Pawn Game: London System,1,0,Jan-00,https://lichess.org/JeAP21Ht,Time forfeit,180+0,0:33:27,1773,12,Low rating,Low rating,180,0,Blitz,91,2,2,6,1,4,7,12,10,5,0,1,0,2,0,2,0,0,0,7,0
39478,1688,-5,2020.09.01,D90,Rated Blitz game,Grünfeld Defense: Three Knights Variation,1,0,Jan-00,https://lichess.org/on31ObHU,Normal,300+0,0:33:27,1692,6,Low rating,Low rating,300,0,Blitz,45,0,0,3,3,4,2,7,5,0,0,0,0,0,0,0,0,0,0,4,0
39486,1925,-6,2020.09.01,B32,Rated Rapid game,Sicilian Defense: Kalashnikov Variation,1,0,Jan-00,https://lichess.org/SfUb6sYP,Normal,600+0,0:33:29,1936,6,High rating,High rating,600,0,Rapid,23,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
39495,1542,7,2020.09.01,C20,Rated Rapid game,English Opening: The Whale,0,1,0-1,https://lichess.org/zk0CfZ3w,Time forfeit,600+0,0:33:29,1564,-6,Low rating,Low rating,600,0,Rapid,124,2,2,4,5,6,4,12,11,4,21,0,0,0,0,0,0,0,0,3,0
39510,1389,-5,2020.09.01,C41,Rated Blitz game,Philidor Defense: Exchange Variation,1,0,Jan-00,https://lichess.org/iMBx9yer,Normal,300+3,0:33:30,1422,5,Low rating,Low rating,300,3,Blitz,39,1,0,0,0,5,0,6,0,0,6,0,0,0,0,1,3,0,0,2,0
39511,1272,-46,2020.09.01,C55,Rated Blitz game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",1,0,Jan-00,https://lichess.org/zK8hQZcc,Normal,300+3,0:33:30,1264,7,Low rating,Low rating,300,3,Blitz,135,2,0,3,5,4,5,9,10,0,0,0,0,0,0,1,0,1,0,8,0
39521,1559,-2,2020.09.01,D06,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,Queen's Gambit Refused: Baltic Defense,1,0,Jan-00,https://lichess.org/ciKcdNIT,Normal,300+0,0:33:32,1858,2,Low rating,Low rating,300,0,Blitz,45,1,0,1,0,4,3,6,3,0,0,0,0,0,0,1,0,1,0,1,0
39539,1304,-7,2020.09.01,A04,Rated Bullet game,Zukertort Opening: Queen's Gambit Invitation,1,0,Jan-00,https://lichess.org/htHrp2la,Time forfeit,60+0,0:33:32,1195,27,Low rating,Low rating,60,0,Bullet,43,3,4,2,3,1,1,6,8,3,0,0,0,0,0,3,1,1,0,9,0
39566,1705,6,2020.09.01,A00,Rated Blitz game,Hungarian Opening,0,1,0-1,https://lichess.org/f5ptKXmz,Time forfeit,180+0,0:33:33,1715,-6,Low rating,Low rating,180,0,Blitz,74,4,2,7,9,2,5,13,16,7,7,1,1,3,2,1,1,1,1,15,5
39628,1612,-6,2020.09.01,C44,Rated Blitz game,King's Knight Opening: Normal Variation,1,0,Jan-00,https://lichess.org/Byu5gNfl,Normal,300+0,0:33:42,1614,6,Low rating,Low rating,300,0,Blitz,41,1,0,4,2,0,2,5,4,0,0,0,0,0,0,0,0,0,0,3,0
39732,1641,6,2020.09.01,B50,Rated Rapid game,Sicilian Defense,0,1,0-1,https://lichess.org/Ef4HxvuC,Normal,600+0,0:33:38,1641,-5,Low rating,Low rating,600,0,Rapid,82,3,5,5,7,1,3,9,15,0,0,0,0,0,0,0,0,0,0,6,0
39735,1714,-5,2020.09.01,A04,Rated Rapid game,Zukertort Opening: Queen's Gambit Invitation,1,0,Jan-00,https://lichess.org/VxI1fXF3,Normal,600+0,0:33:38,1775,5,Low rating,Low rating,600,0,Rapid,37,2,0,2,3,1,2,5,5,0,0,0,0,0,0,0,0,0,0,8,0
39753,1935,-2,2020.09.01,B01,Rated Blitz tournament https://lichess.org/tournament/nLsDCFvz,Scandinavian Defense: Schiller-Pytel Variation,1,0,Jan-00,https://lichess.org/pZmvOyHk,Normal,180+2,0:33:38,2144,3,High rating,High rating,180,2,Blitz,93,5,5,7,4,4,2,16,11,6,0,0,0,0,0,1,0,1,0,9,0
39778,1755,-4,2020.09.01,D00,Rated Rapid game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/sKP0SSri,Normal,300+5,0:33:40,1831,5,Low rating,Low rating,300,5,Blitz,119,4,3,10,12,9,7,23,22,0,33,0,2,0,9,0,3,0,2,19,6
39792,2006,-11,2020.09.01,C00,Rated Blitz tournament https://lichess.org/tournament/JdRvi1jt,French Defense: Knight Variation,1,0,Jan-00,https://lichess.org/ZzRMDDN6,Normal,180+2,0:33:40,1386,12,High rating,Low rating,180,2,Blitz,159,2,2,1,0,4,4,7,6,32,0,2,0,0,0,0,3,0,1,4,2
39814,1638,7,2020.09.01,B01,Rated Rapid game,Scandinavian Defense: Gubinsky-Melts Defense,0,1,0-1,https://lichess.org/v1dXQgCS,Normal,600+5,0:33:47,1679,-14,Low rating,Low rating,600,5,Rapid,46,3,4,3,2,3,7,9,13,0,0,0,0,0,0,1,1,0,1,13,0
39816,1542,-6,2020.09.01,A40,Rated Rapid game,Horwitz Defense,1,0,Jan-00,https://lichess.org/zASaPk91,Normal,600+5,0:33:47,1508,7,Low rating,Low rating,600,5,Rapid,93,1,0,6,5,5,1,12,6,13,0,1,0,3,0,2,0,2,0,7,0
39839,2227,-2,2020.09.01,C18,Rated Blitz game,"French Defense: Winawer Variation, Poisoned Pawn Variation",0.5,0.5,1/2-1/2,https://lichess.org/RqLV3FCC,Normal,180+2,0:33:49,2105,2,High rating,High rating,180,2,Blitz,111,3,1,6,8,5,6,14,15,31,24,2,1,3,4,2,2,1,1,6,3
39899,2201,-14,2020.09.01,A06,Rated Rapid tournament https://lichess.org/tournament/bwDLPv9I,Zukertort Opening: Tennison Gambit,1,0,Jan-00,https://lichess.org/1ux4J6AD,Normal,600+5,0:33:52,2067,11,High rating,High rating,600,5,Rapid,55,3,0,2,4,3,2,8,6,0,0,0,0,0,0,0,0,0,0,3,0
39900,1713,15,2020.09.01,B08,Rated Rapid tournament https://lichess.org/tournament/bwDLPv9I,Pirc Defense: Classical Variation,0,1,0-1,https://lichess.org/udaelJgB,Normal,600+5,0:33:52,1518,-3,Low rating,Low rating,600,5,Rapid,88,0,1,5,5,7,7,12,13,0,0,0,0,0,0,2,1,1,0,11,0
39955,1919,-61,2020.09.01,C53,Rated Classical game,"Italian Game: Classical Variation, Giuoco Pianissimo",1,0,Jan-00,https://lichess.org/HT1Q5eXz,Normal,900+15,0:33:54,1838,12,High rating,Low rating,900,15,Rapid,49,1,0,1,0,4,2,6,2,0,0,0,0,0,0,0,0,0,0,7,0
40003,1876,-6,2020.09.01,C30,Rated Blitz game,King's Gambit,1,0,Jan-00,https://lichess.org/ddumBZfG,Normal,240+1,0:33:56,1841,7,Low rating,Low rating,240,1,Blitz,93,3,1,1,2,4,4,8,7,10,11,1,1,0,0,2,2,1,0,3,2
40034,1501,-20,2020.09.01,B30,Rated Blitz game,Sicilian Defense: Old Sicilian,1,0,Jan-00,https://lichess.org/ti7gs7FD,Normal,180+2,0:33:58,1576,5,Low rating,Low rating,180,2,Blitz,72,6,4,5,6,5,2,16,12,14,0,2,0,0,0,3,0,0,0,14,1
40053,1051,2,2020.09.01,C20,Rated Blitz tournament https://lichess.org/tournament/bP3hDZ63,King's Pawn Game,0,1,0-1,https://lichess.org/hhtEqGms,Normal,300+2,0:33:58,792,-16,Low rating,Low rating,300,2,Blitz,76,6,8,0,6,1,1,7,15,0,0,0,0,0,0,0,0,0,0,12,0
40071,1389,-7,2020.09.01,B07,Rated Blitz game,Pirc Defense,1,0,Jan-00,https://lichess.org/7V0W7wdY,Normal,300+3,0:33:59,1309,7,Low rating,Low rating,300,3,Blitz,91,1,0,9,5,3,4,13,9,0,0,0,0,0,0,1,1,0,0,7,0
40077,1073,3,2020.09.01,A40,Rated Blitz game,Modern Defense,0,1,0-1,https://lichess.org/ICEZl5ey,Time forfeit,300+3,0:33:59,937,-4,Low rating,Low rating,300,3,Blitz,72,3,6,6,3,1,2,10,11,0,9,0,0,0,0,0,2,0,0,10,0
40087,1237,12,2020.09.01,A00,Rated Blitz tournament https://lichess.org/tournament/Y2kooJsb,Ware Opening,0,1,0-1,https://lichess.org/5MV5qxuO,Time forfeit,300+0,0:34:00,1137,-11,Low rating,Low rating,300,0,Blitz,54,10,11,5,2,1,1,16,14,0,0,0,0,0,0,1,0,1,0,17,0
40113,1331,4,2020.09.01,A00,Rated Bullet game,Van't Kruijs Opening,0,1,0-1,https://lichess.org/0IH5qbQ4,Normal,60+0,0:34:01,1220,-4,Low rating,Low rating,60,0,Bullet,40,1,2,1,3,1,3,3,8,0,2,0,0,0,0,1,2,1,0,1,0
40120,1956,-4,2020.09.01,B00,Rated Bullet game,Owen Defense,1,0,Jan-00,https://lichess.org/NQwF9Tn4,Normal,0+1,0:34:02,2044,5,High rating,High rating,0,1,Bullet,61,3,1,3,4,2,4,8,9,0,0,0,0,0,0,4,6,3,1,7,0
40128,1620,-6,2020.09.01,C55,Rated Blitz game,Italian Game: Anti-Fried Liver Defense,1,0,Jan-00,https://lichess.org/Go8gFf9w,Normal,180+0,0:34:03,1627,6,Low rating,Low rating,180,0,Blitz,63,2,3,3,1,4,0,9,4,0,0,0,0,0,0,0,0,0,0,3,0
40146,971,25,2020.09.01,B00,Rated Rapid game,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",0,1,0-1,https://lichess.org/IQZjCAbj,Normal,600+0,0:34:03,987,-6,Low rating,Low rating,600,0,Rapid,31,1,1,2,3,0,2,3,6,0,0,0,0,0,0,0,0,0,0,3,0
40147,1052,-11,2020.09.01,A80,Rated Rapid game,Dutch Defense,1,0,Jan-00,https://lichess.org/iR0KS77e,Normal,600+0,0:34:03,1158,4,Low rating,Low rating,600,0,Rapid,11,2,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,4,0
40177,1137,43,2020.09.01,A45,Rated Blitz game,Indian Game,0,1,0-1,https://lichess.org/MOotkGCt,Normal,300+0,0:34:07,1159,-5,Low rating,Low rating,300,0,Blitz,40,0,2,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,2,0
40189,2409,6,2020.09.01,E73,Rated Blitz game,"King's Indian Defense: Averbakh Variation, Flexible Defense",0,1,0-1,https://lichess.org/R4szXXAz,Time forfeit,180+0,0:34:07,2432,-6,GM rating,GM rating,180,0,Blitz,76,3,4,3,2,5,0,11,6,0,7,0,4,0,0,1,2,0,0,4,2
40209,2259,-5,2020.09.01,C45,Rated Bullet game,Scotch Game: Potter Variation,1,0,Jan-00,https://lichess.org/EA8D2DRI,Normal,60+0,0:34:08,2291,6,High rating,High rating,60,0,Bullet,41,0,0,3,3,4,4,7,7,0,0,0,0,0,0,0,0,0,0,4,0
40213,2067,-12,2020.09.01,B08,Rated Bullet game,Pirc Defense: Classical Variation,1,0,Jan-00,https://lichess.org/0T7oNhMO,Time forfeit,60+0,0:34:08,2138,5,High rating,High rating,60,0,Bullet,63,4,4,1,5,4,2,9,11,6,0,2,0,0,0,3,0,1,0,8,1
40225,1591,1,2020.09.01,C42,Rated Rapid game,Petrov's Defense,0.5,0.5,1/2-1/2,https://lichess.org/4YZ69Awt,Normal,600+5,0:34:08,1635,-1,Low rating,Low rating,600,5,Rapid,134,3,3,5,5,2,8,10,16,0,0,0,0,0,0,1,1,0,1,17,0
40238,2226,-25,2020.09.01,B12,Rated Blitz game,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",1,0,Jan-00,https://lichess.org/SvDWg017,Normal,180+2,0:34:09,2088,8,High rating,High rating,180,2,Blitz,53,1,0,2,1,4,2,7,3,3,0,0,0,0,0,3,3,1,1,3,0
40251,1962,3,2020.09.01,B01,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,Scandinavian Defense: Portuguese Variation,0,1,0-1,https://lichess.org/3TQqZskZ,Normal,300+0,0:34:09,1783,-3,High rating,Low rating,300,0,Blitz,61,2,4,1,1,1,5,4,10,0,8,0,1,0,0,1,4,1,2,2,0
40253,1354,7,2020.09.01,C62,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,Ruy Lopez: Steinitz Defense,0,1,0-1,https://lichess.org/GLzH0whe,Time forfeit,300+0,0:34:09,1408,-7,Low rating,Low rating,300,0,Blitz,106,1,0,11,11,3,9,15,20,12,25,1,0,0,4,1,1,0,1,20,2
40299,1290,5,2020.09.01,B00,Rated Blitz game,Owen Defense,0,1,0-1,https://lichess.org/5JJVjMut,Time forfeit,300+3,0:34:12,1270,-5,Low rating,Low rating,300,3,Blitz,100,1,3,6,2,5,6,12,11,0,4,0,0,0,0,1,3,0,0,13,0
40320,2108,5,2020.09.01,B06,Rated Bullet game,Modern Defense,0,1,0-1,https://lichess.org/trS07a8n,Normal,60+0,0:34:22,2070,-6,High rating,High rating,60,0,Bullet,68,0,1,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0
40375,1685,9,2020.09.01,B23,Rated Bullet game,Sicilian Defense: Marshall Gambit,0,1,0-1,https://lichess.org/u6EAuAfp,Time forfeit,120+1,0:34:24,1640,-5,Low rating,Low rating,120,1,Bullet,68,4,3,2,2,5,2,11,7,0,10,0,2,0,1,0,2,0,1,7,3
40400,1462,-48,2020.09.01,C23,Rated Rapid tournament https://lichess.org/tournament/vdiltAjC,Bishop's Opening,1,0,Jan-00,https://lichess.org/x1ASiF6A,Normal,900+0,0:34:24,1431,61,Low rating,Low rating,900,0,Rapid,65,3,2,2,0,2,1,7,3,0,0,0,0,0,0,0,0,0,0,4,0
40408,2173,-1,2020.09.01,B22,Rated Rapid tournament https://lichess.org/tournament/vkZi5jaQ,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",1,0,Jan-00,https://lichess.org/JS9zfopX,Normal,600+0,0:34:25,2521,3,High rating,GM rating,600,0,Rapid,55,1,0,0,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
40445,1811,30,2020.09.01,C45,Rated Rapid tournament https://lichess.org/tournament/HmHbMUE1,Scotch Game: Classical Variation,0,1,0-1,https://lichess.org/FHKjoDgd,Normal,600+5,0:34:27,1842,-6,Low rating,Low rating,600,5,Rapid,74,0,1,4,7,6,5,10,13,0,0,0,0,0,0,0,0,0,0,10,0
40455,1476,87,2020.09.01,C44,Rated Blitz game,"Scotch Game: Göring Gambit, Double Pawn Sacrifice",0,1,0-1,https://lichess.org/xTRDm7TP,Normal,300+3,0:34:28,1502,-5,Low rating,Low rating,300,3,Blitz,50,1,3,3,2,2,3,6,8,5,0,0,0,0,0,3,0,3,0,6,0
40481,2067,13,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game: Mason Attack,0,1,0-1,https://lichess.org/TIMDLnyJ,Normal,180+0,0:34:29,2050,-5,High rating,High rating,180,0,Blitz,60,1,3,5,3,1,2,7,8,0,0,0,0,0,0,0,1,0,1,9,0
40524,1573,,2020.09.01,B03,Rated Blitz game,Alekhine Defense: Exchange Variation,1,0,Jan-00,https://lichess.org/luAeCZyk,Normal,180+0,0:34:15,1500,,Low rating,Low rating,180,0,Blitz,59,1,0,2,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
40539,1950,6,2020.09.01,A40,Rated Blitz game,English Defense,0,1,0-1,https://lichess.org/2ARw5Wnq,Normal,300+0,0:34:16,1942,-6,High rating,High rating,300,0,Blitz,41,2,1,7,8,6,2,15,11,0,0,0,0,0,0,1,0,1,0,15,0
40553,1395,5,2020.09.01,C46,Rated Blitz game,Four Knights Game: Italian Variation,0,1,0-1,https://lichess.org/6ot9v00o,Normal,300+0,0:34:16,1395,-5,Low rating,Low rating,300,0,Blitz,70,0,2,2,2,4,1,6,5,0,0,0,0,0,0,0,0,0,0,5,0
40558,1977,-8,2020.09.01,B19,Rated Blitz game,"Caro-Kann Defense: Classical, Spassky Variation",1,0,Jan-00,https://lichess.org/7WEOz2Xu,Normal,300+2,0:34:16,1870,7,High rating,Low rating,300,2,Blitz,99,2,1,5,4,3,2,10,7,15,0,2,0,1,0,2,1,1,0,7,2
40575,1776,6,2020.09.01,A10,Rated Bullet game,English Opening: Great Snake Variation,0,1,0-1,https://lichess.org/7wpo2Z3J,Time forfeit,60+0,0:34:17,1780,-6,Low rating,Low rating,60,0,Bullet,58,3,2,9,7,2,3,14,12,0,3,0,0,0,0,1,3,1,2,13,0
40589,1601,16,2020.09.01,C79,Rated Blitz game,"Ruy Lopez: Morphy Defense, Steinitz Deferred",0,1,0-1,https://lichess.org/e9MQdgwH,Normal,180+2,0:34:20,1604,-6,Low rating,Low rating,180,2,Blitz,40,1,1,3,2,0,0,4,3,0,0,0,0,0,0,1,0,1,0,2,0
40597,1575,-6,2020.09.01,B00,Rated Rapid game,Ware Defense,1,0,Jan-00,https://lichess.org/YfSR9KfL,Normal,600+0,0:34:20,1555,37,Low rating,Low rating,600,0,Rapid,47,1,2,3,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0
40599,1264,5,2020.09.01,E70,Rated UltraBullet game,King's Indian Defense: Normal Variation,0,1,0-1,https://lichess.org/tqltMUjr,Time forfeit,15+0,0:34:20,1225,-5,Low rating,Low rating,15,0,Bullet,40,1,3,3,1,2,4,6,8,1,3,0,0,0,0,3,4,2,3,3,0
40640,2023,-10,2020.09.01,B00,Rated Blitz tournament https://lichess.org/tournament/24qBif2r,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",1,0,Jan-00,https://lichess.org/3SYiElG0,Time forfeit,300+0,0:34:33,1926,7,High rating,High rating,300,0,Blitz,105,1,2,5,1,6,9,12,12,15,2,0,0,1,0,0,1,0,1,14,1
40665,1140,-6,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/wxZfzA2o,Normal,180+2,0:34:34,1087,25,Low rating,Low rating,180,2,Blitz,49,1,0,1,4,1,3,3,7,0,0,0,0,0,0,0,1,0,1,3,0
40671,1718,-4,2020.09.01,B22,Rated Blitz game,Sicilian Defense: Alapin Variation,1,0,Jan-00,https://lichess.org/EEqIU3jv,Normal,180+2,0:34:34,1827,5,Low rating,Low rating,180,2,Blitz,63,1,2,1,0,5,2,7,4,0,0,0,0,0,0,0,2,0,0,2,0
40758,1237,4,2020.09.01,B20,Rated Blitz game,Sicilian Defense,0,1,0-1,https://lichess.org/bOYNThPX,Normal,300+0,0:34:41,1152,-4,Low rating,Low rating,300,0,Blitz,108,0,2,1,5,3,3,4,10,7,0,0,0,0,0,1,0,0,0,1,0
