GAME,BlackElo,BlackRatingDiff,Date,ECO,Event,Opening,White_Result,Black_Result,Result,Site,Termination,TimeControl,UTCTime,WhiteElo,WhiteRatingDiff,Black_elo_category,White_elo_category,starting_time,increment,Game_type,Total_moves,Black_blunders,White_blunders,Black_mistakes,White_mistakes,Black_inaccuracies,White_inaccuracies,Black_inferior_moves,White_inferior_moves,Black_ts_moves,White_ts_moves,Black_ts_blunders,White_ts_blunders,Black_ts_mistakes,White_ts_mistake,Black_long_moves,White_long_moves,Black_bad_long_moves,White_bad_long_moves,Game_flips,Game_flips_ts
23451,983,-17,2020.09.01,B01,Rated Blitz game,Scandinavian Defense,1,0,Jan-00,https://lichess.org/BUhQw25L,Normal,180+2,0:19:27,1010,7,Low rating,Low rating,180,2,Blitz,93,3,3,7,4,3,1,13,8,0,0,0,0,0,0,0,0,0,0,4,0
23456,1327,-6,2020.09.01,B24,Rated Blitz game,Sicilian Defense: Closed,1,0,Jan-00,https://lichess.org/iJCXCZiV,Normal,180+2,0:19:27,1339,5,Low rating,Low rating,180,2,Blitz,105,2,1,7,6,4,3,13,10,0,17,0,0,0,1,4,2,4,0,12,1
23457,1779,-5,2020.09.01,C96,Rated Blitz game,"Ruy Lopez: Closed Variations, Borisenko Variation",1,0,Jan-00,https://lichess.org/Au2zX1vx,Normal,180+2,0:19:27,1822,5,Low rating,Low rating,180,2,Blitz,59,2,0,1,4,1,2,4,6,0,0,0,0,0,0,1,3,0,1,5,0
23468,1355,11,2020.09.01,C55,Rated Blitz game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",0,1,0-1,https://lichess.org/UQTzaj4G,Normal,180+0,0:19:28,1370,-6,Low rating,Low rating,180,0,Blitz,62,4,3,5,6,1,0,10,9,1,3,0,1,0,0,1,0,1,0,12,1
23476,1876,2,2020.09.01,B20,Rated Rapid game,Sicilian Defense: Bowdler Attack,0,1,0-1,https://lichess.org/uH3M5b2S,Normal,900+10,0:19:28,1528,-1,Low rating,Low rating,900,10,Rapid,100,1,1,2,4,3,6,6,11,0,0,0,0,0,0,0,1,0,0,1,0
23485,1212,-80,2020.09.01,C45,Rated Bullet game,Scotch Game,1,0,Jan-00,https://lichess.org/qcIw43RD,Normal,60+0,0:19:29,1247,4,Low rating,Low rating,60,0,Bullet,57,2,1,1,3,6,2,9,6,0,2,0,0,0,0,0,1,0,0,6,0
23514,2150,6,2020.09.01,B22,Rated Blitz tournament https://lichess.org/tournament/uAQ2oGqy,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",0,1,0-1,https://lichess.org/mOtU4lt6,Normal,180+0,0:19:29,2188,-36,High rating,High rating,180,0,Blitz,60,1,2,4,3,2,4,7,9,0,0,0,0,0,0,1,0,0,0,8,0
23518,1795,-9,2020.09.01,D00,Rated Rapid tournament https://lichess.org/tournament/6cs2drWD,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/rtbfYtnx,Normal,300+5,0:19:29,1975,4,Low rating,High rating,300,5,Blitz,41,1,0,0,0,2,1,3,1,0,0,0,0,0,0,2,3,1,0,0,0
23520,2337,0,2020.09.01,B20,Rated Blitz tournament https://lichess.org/tournament/nLsDCFvz,Sicilian Defense: Bowdler Attack,0,1,0-1,https://lichess.org/YtKXIP94,Normal,180+2,0:19:29,1545,0,High rating,Low rating,180,2,Blitz,54,1,1,2,6,2,3,5,10,0,0,0,0,0,0,0,2,0,1,8,0
23546,1726,-7,2020.09.01,B46,Rated Rapid game,Sicilian Defense: Paulsen Variation,1,0,Jan-00,https://lichess.org/sIvHWH6e,Normal,300+8,0:19:30,1624,33,Low rating,Low rating,300,8,Blitz,79,4,2,0,1,3,7,7,10,0,0,0,0,0,0,3,2,2,2,1,0
23554,1583,6,2020.09.01,D06,Rated Blitz game,Queen's Gambit Refused: Marshall Defense,0,1,0-1,https://lichess.org/B0eUBrR6,Time forfeit,300+3,0:19:31,1587,-6,Low rating,Low rating,300,3,Blitz,46,0,1,3,3,3,5,6,9,0,0,0,0,0,0,2,2,0,0,6,0
23555,933,4,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game,0,1,0-1,https://lichess.org/oJ11pj4a,Normal,300+3,0:19:31,803,-4,Low rating,Low rating,300,3,Blitz,42,2,3,3,3,4,4,9,10,0,2,0,1,0,0,1,2,1,1,6,0
23556,1206,-4,2020.09.01,A08,Rated Blitz game,King's Indian Attack,1,0,Jan-00,https://lichess.org/haEmdk2N,Normal,300+3,0:19:31,1303,4,Low rating,Low rating,300,3,Blitz,75,2,3,4,4,7,6,13,13,1,12,0,1,0,2,1,1,1,0,6,2
23571,1767,5,2020.09.01,C68,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,Ruy Lopez: Exchange Variation,0,1,0-1,https://lichess.org/qG1fG52J,Normal,300+0,0:19:31,1730,-5,Low rating,Low rating,300,0,Blitz,34,0,1,0,2,1,2,1,5,0,0,0,0,0,0,0,0,0,0,1,0
23616,1698,6,2020.09.01,B11,Rated Bullet game,Caro-Kann Defense,0,1,0-1,https://lichess.org/RB8FxD38,Time forfeit,60+0,0:19:32,1696,-6,Low rating,Low rating,60,0,Bullet,70,0,2,1,2,3,3,4,7,7,7,0,0,0,0,0,3,0,2,4,0
23643,973,-9,2020.09.01,A06,Rated Rapid game,Zukertort Opening: Tennison Gambit,1,0,Jan-00,https://lichess.org/JjMP7TKd,Time forfeit,600+0,0:19:33,922,48,Low rating,Low rating,600,0,Rapid,55,4,2,8,9,3,5,15,16,6,2,2,0,0,0,1,2,1,1,22,1
23668,1389,-4,2020.09.01,C41,Rated Rapid tournament https://lichess.org/tournament/s69x4D5S,Philidor Defense: Exchange Variation,1,0,Jan-00,https://lichess.org/fmRyuubM,Normal,600+5,0:19:36,1561,15,Low rating,Low rating,600,5,Rapid,45,1,1,3,0,4,3,8,4,0,0,0,0,0,0,0,0,0,0,4,0
23683,1398,5,2020.09.01,C25,Rated Bullet game,Vienna Game: Anderssen Defense,0,1,0-1,https://lichess.org/BCD9DK8L,Time forfeit,120+1,0:19:37,1369,-5,Low rating,Low rating,120,1,Bullet,38,3,3,4,5,0,0,7,8,2,2,2,2,0,0,3,2,2,2,9,3
23691,1917,-7,2020.09.01,D43,Rated Blitz game,Semi-Slav Defense,1,0,Jan-00,https://lichess.org/EAhAIVsq,Normal,180+2,0:19:37,1859,7,High rating,Low rating,180,2,Blitz,55,4,2,5,2,3,1,12,5,0,2,0,0,0,0,2,2,2,1,3,0
23780,1309,-4,2020.09.01,C02,Rated Rapid game,"French Defense: Advance Variation, Nimzowitsch System",1,0,Jan-00,https://lichess.org/gYNikI1u,Normal,900+10,0:19:40,1375,7,Low rating,Low rating,900,10,Rapid,21,1,0,1,2,1,3,3,5,0,0,0,0,0,0,1,0,1,0,4,0
23789,1669,-4,2020.09.01,A21,Rated Bullet tournament https://lichess.org/tournament/GAdGz1co,"English Opening: King's English Variation, Reversed Sicilian",1,0,Jan-00,https://lichess.org/VhhNBxH7,Time forfeit,60+0,0:19:42,1781,4,Low rating,Low rating,60,0,Bullet,79,5,4,6,3,3,2,14,9,5,0,2,0,0,0,0,1,0,0,8,0
23799,1862,-4,2020.09.01,A40,Rated Bullet game,Queen's Pawn,1,0,Jan-00,https://lichess.org/1Wjc1zMh,Normal,60+0,0:19:43,1948,11,Low rating,High rating,60,0,Bullet,47,2,1,1,4,4,1,7,6,0,0,0,0,0,0,0,0,0,0,7,0
23812,1059,-1,2020.09.01,C20,Rated Blitz tournament https://lichess.org/tournament/bP3hDZ63,King's Pawn Game: Leonardis Variation,1,0,Jan-00,https://lichess.org/8BIR9QAk,Normal,300+2,0:19:44,1522,10,Low rating,Low rating,300,2,Blitz,77,6,6,3,2,5,3,14,11,0,0,0,0,0,0,0,0,0,0,3,0
23819,1125,-6,2020.09.01,C44,Rated Blitz game,Scotch Game,1,0,Jan-00,https://lichess.org/IVidxbSQ,Normal,300+0,0:19:45,1108,6,Low rating,Low rating,300,0,Blitz,37,2,2,6,1,1,1,9,4,0,0,0,0,0,0,0,2,0,1,10,0
23856,958,-12,2020.09.01,A00,Rated Blitz game,Van't Kruijs Opening,1,0,Jan-00,https://lichess.org/dHFKYVkG,Time forfeit,180+0,0:19:46,955,16,Low rating,Low rating,180,0,Blitz,81,4,6,1,3,4,3,9,12,8,6,1,2,0,0,1,1,1,1,8,2
23870,1758,2,2020.09.01,C01,Rated Rapid game,French Defense: Exchange Variation,0.5,0.5,1/2-1/2,https://lichess.org/87e2L2zr,Normal,600+0,0:19:46,1764,0,Low rating,Low rating,600,0,Rapid,150,5,5,1,1,4,2,10,8,4,22,0,2,0,0,0,1,0,0,12,2
23871,1614,7,2020.09.01,C50,Rated Rapid game,"Italian Game: Giuoco Pianissimo, Normal",0,1,0-1,https://lichess.org/KViCm72l,Normal,600+0,0:19:46,1633,-6,Low rating,Low rating,600,0,Rapid,74,1,3,2,0,0,1,3,4,0,0,0,0,0,0,0,1,0,1,1,0
23874,1357,6,2020.09.01,C44,Rated Rapid game,King's Knight Opening: Normal Variation,0,1,0-1,https://lichess.org/JaaFFtVT,Time forfeit,600+0,0:19:46,1319,-5,Low rating,Low rating,600,0,Rapid,86,11,10,6,6,1,2,18,18,0,10,0,2,0,3,0,0,0,0,13,2
23876,1610,6,2020.09.01,C40,Rated Rapid game,King's Pawn Game: McConnell Defense,0,1,0-1,https://lichess.org/Hw2w2jGw,Normal,600+0,0:19:46,1613,-6,Low rating,Low rating,600,0,Rapid,68,3,5,9,4,2,4,14,13,0,0,0,0,0,0,1,0,1,0,18,0
23887,1513,0,2020.09.01,E90,Rated Blitz game,"King's Indian Defense: Normal Variation, Rare Defenses",0.5,0.5,1/2-1/2,https://lichess.org/J8wprbeG,Normal,300+3,0:19:47,1485,1,Low rating,Low rating,300,3,Blitz,88,8,7,5,9,3,1,16,17,27,0,8,0,3,0,4,2,2,0,7,1
23892,1428,-6,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/Do65VH79,Normal,300+3,0:19:47,1426,6,Low rating,Low rating,300,3,Blitz,85,1,0,6,3,0,0,7,3,0,0,0,0,0,0,1,2,0,0,2,0
23895,1589,7,2020.09.01,C05,Rated Rapid game,"French Defense: Tarrasch Variation, Closed Variation",0,1,0-1,https://lichess.org/UTLYzJaQ,Normal,600+5,0:19:48,1640,-8,Low rating,Low rating,600,5,Rapid,24,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0
23978,1915,14,2020.09.01,A45,Rated Rapid game,Indian Game,0.5,0.5,1/2-1/2,https://lichess.org/Znit3Ik4,Normal,600+0,0:19:53,2089,-3,High rating,High rating,600,0,Rapid,96,0,1,1,1,6,3,7,5,0,0,0,0,0,0,0,0,0,0,4,0
23991,2021,6,2020.09.01,A40,Rated Blitz game,Modern Defense: Beefeater Variation,0,1,0-1,https://lichess.org/ozCIPWS9,Normal,180+2,0:19:53,2007,-5,High rating,High rating,180,2,Blitz,70,8,8,1,1,3,1,12,10,2,12,0,3,0,1,2,2,1,1,9,2
24003,1407,17,2020.09.01,D02,Rated Rapid game,Queen's Pawn Game: Anti-Torre,0,1,0-1,https://lichess.org/ISYkpCmy,Normal,600+5,0:19:54,1411,-22,Low rating,Low rating,600,5,Rapid,62,2,5,6,6,3,3,11,14,0,0,0,0,0,0,3,3,0,1,10,0
24008,1172,51,2020.09.01,B23,Rated Blitz tournament https://lichess.org/tournament/Lzo0rz37,Sicilian Defense: Closed Variation,0,1,0-1,https://lichess.org/p7V2UyYR,Time forfeit,300+0,0:19:55,1176,-64,Low rating,Low rating,300,0,Blitz,44,4,5,0,3,2,2,6,10,6,11,2,3,0,2,3,4,1,3,11,4
24033,1944,-6,2020.09.01,C00,Rated Bullet game,French Defense: Knight Variation,1,0,Jan-00,https://lichess.org/3YMK98iX,Normal,60+0,0:19:56,1943,20,High rating,High rating,60,0,Bullet,39,2,0,2,1,2,1,6,2,0,0,0,0,0,0,0,1,0,0,5,0
24034,1528,16,2020.09.01,A57,Rated Bullet game,Benoni Defense: Hromádka System,0,1,0-1,https://lichess.org/PIxwtsP6,Time forfeit,60+0,0:19:56,1577,-7,Low rating,Low rating,60,0,Bullet,62,1,2,2,3,6,4,9,9,0,5,0,1,0,0,1,1,1,0,9,0
24045,1500,-163,2020.09.01,B07,Rated Classical game,Rat Defense: Antal Defense,1,0,Jan-00,https://lichess.org/eBdTxOav,Normal,1800+0,0:19:57,1500,167,Low rating,Low rating,1800,0,Classical,67,1,0,3,1,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
24076,1133,15,2020.09.01,C55,Rated Rapid game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",0,1,0-1,https://lichess.org/0bEEIUJG,Normal,600+0,0:19:59,1117,-6,Low rating,Low rating,600,0,Rapid,54,0,2,4,3,0,1,4,6,0,0,0,0,0,0,0,1,0,1,4,0
24099,1232,5,2020.09.01,A04,Rated Bullet game,Zukertort Opening: Slav Invitation,0,1,0-1,https://lichess.org/19X6hQ88,Normal,60+0,0:19:59,1240,-22,Low rating,Low rating,60,0,Bullet,38,1,2,2,2,3,1,6,5,0,0,0,0,0,0,0,0,0,0,1,0
24104,1886,6,2020.09.01,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,0,1,0-1,https://lichess.org/fbxmRD4r,Normal,60+0,0:19:59,1882,-6,Low rating,Low rating,60,0,Bullet,58,1,3,3,4,2,3,6,10,0,0,0,0,0,0,0,1,0,0,8,0
24111,1247,0,2020.09.01,D00,Rated Rapid game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/fOqkkZWb,Normal,600+0,0:20:00,1755,1,Low rating,Low rating,600,0,Rapid,29,1,0,1,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0
24126,1470,38,2020.09.01,B57,Rated Bullet tournament https://lichess.org/tournament/n2CjeRQR,"Sicilian Defense: Modern Variations, Main Line",0,1,0-1,https://lichess.org/7W1IXP6k,Normal,60+1,0:20:00,1425,-5,Low rating,Low rating,60,1,Bullet,48,0,1,1,1,1,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0
24145,2014,-6,2020.09.01,D00,Rated Blitz game,Queen's Pawn Game: Mason Attack,1,0,Jan-00,https://lichess.org/C55YPU2X,Normal,300+0,0:20:03,2009,18,High rating,High rating,300,0,Blitz,53,2,1,3,1,1,2,6,4,0,0,0,0,0,0,0,1,0,0,5,0
24172,1591,8,2020.09.01,C53,Rated Blitz game,Italian Game: Classical Variation,0,1,0-1,https://lichess.org/Y4shPNB5,Normal,240+5,0:20:04,1736,-8,Low rating,Low rating,240,5,Blitz,32,0,2,3,0,0,2,3,4,0,0,0,0,0,0,1,3,0,2,4,0
24179,1438,-1,2020.09.01,C00,Rated Blitz game,French Defense: Normal Variation,1,0,Jan-00,https://lichess.org/wFp7K4q1,Normal,0+7,0:20:05,1762,1,Low rating,Low rating,0,7,Bullet,46,1,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
24185,2251,7,2020.09.01,D10,Rated Blitz game,Slav Defense,0,1,0-1,https://lichess.org/cPbEHb2l,Normal,180+0,0:20:05,2094,-4,High rating,High rating,180,0,Blitz,72,2,2,2,1,4,4,8,7,0,0,0,0,0,0,0,1,0,0,7,0
24195,1821,25,2020.09.01,B13,Rated Blitz game,Caro-Kann Defense: Exchange Variation,0,1,0-1,https://lichess.org/LJIOV5fw,Time forfeit,180+0,0:20:05,1826,-6,Low rating,Low rating,180,0,Blitz,82,2,1,2,3,2,3,6,7,0,14,0,1,0,2,0,2,0,1,7,2
24235,1695,6,2020.09.01,B30,Rated Blitz game,Sicilian Defense: Old Sicilian,0,1,0-1,https://lichess.org/Xbv6ZMMA,Normal,180+2,0:20:08,1688,-5,Low rating,Low rating,180,2,Blitz,44,1,3,2,2,2,2,5,7,0,0,0,0,0,0,2,2,0,0,9,0
24252,1655,8,2020.09.01,B90,Rated Rapid game,"Sicilian Defense: Najdorf Variation, English Attack",0,1,0-1,https://lichess.org/RvyjGzhz,Time forfeit,600+0,0:20:08,1737,-7,Low rating,Low rating,600,0,Rapid,94,2,2,6,2,4,6,12,10,0,16,0,1,0,2,1,4,0,3,16,3
24256,1654,12,2020.09.01,C03,Rated Rapid game,"French Defense: Tarrasch Variation, Guimard Defense",0,1,0-1,https://lichess.org/GK9UVxky,Normal,600+0,0:20:08,1654,-17,Low rating,Low rating,600,0,Rapid,78,4,4,4,3,7,4,15,11,0,0,0,0,0,0,0,1,0,0,11,0
24259,2075,7,2020.09.01,B17,Rated Rapid game,Caro-Kann Defense: Karpov Variation,0,1,0-1,https://lichess.org/D7kFGzQc,Normal,600+0,0:20:08,2079,-5,High rating,High rating,600,0,Rapid,73,0,3,2,2,2,7,4,12,0,0,0,0,0,0,0,0,0,0,3,0
24279,1796,9,2020.09.01,B21,Rated Blitz tournament https://lichess.org/tournament/sKg78jxR,Sicilian Defense: McDonnell Attack,0,1,0-1,https://lichess.org/Hzqu4fNq,Normal,300+0,0:20:09,1954,-8,Low rating,High rating,300,0,Blitz,74,2,3,0,2,1,2,3,7,0,0,0,0,0,0,0,0,0,0,3,0
24294,1704,-9,2020.09.01,B07,Rated Blitz tournament https://lichess.org/tournament/nLsDCFvz,Lion Defense: Lion's Jaw,1,0,Jan-00,https://lichess.org/YVZlrbvP,Time forfeit,180+2,0:20:09,1471,9,Low rating,Low rating,180,2,Blitz,69,1,2,0,2,6,5,7,9,10,0,0,0,0,0,0,0,0,0,1,0
24307,1636,20,2020.09.01,B33,Rated Rapid game,Sicilian Defense: Open,0,1,0-1,https://lichess.org/WddvBeky,Normal,900+10,0:20:11,1645,-8,Low rating,Low rating,900,10,Rapid,78,4,4,8,4,0,1,12,9,0,3,0,2,0,0,2,3,0,1,4,0
24355,1447,7,2020.09.01,C41,Rated Blitz game,Philidor Defense,0,1,0-1,https://lichess.org/jon1t8J1,Time forfeit,300+0,0:20:13,1475,-6,Low rating,Low rating,300,0,Blitz,118,1,3,9,12,10,6,20,21,0,17,0,1,0,1,0,1,0,0,20,0
24367,2200,1,2020.09.01,C46,Rated Rapid tournament https://lichess.org/tournament/bwDLPv9I,Three Knights Opening,0,1,0-1,https://lichess.org/eAZtAirM,Normal,600+5,0:20:13,1670,-1,High rating,Low rating,600,5,Rapid,92,0,1,1,4,4,3,5,8,0,0,0,0,0,0,0,0,0,0,3,0
24368,1382,-5,2020.09.01,A04,Rated Rapid game,Zukertort Opening: Black Mustang Defense,1,0,Jan-00,https://lichess.org/K7OWJwl9,Normal,900+10,0:20:14,1437,5,Low rating,Low rating,900,10,Rapid,23,2,0,4,1,2,5,8,6,0,0,0,0,0,0,0,0,0,0,5,0
24406,955,-5,2020.09.01,B10,Rated Blitz game,Caro-Kann Defense: Two Knights Attack,1,0,Jan-00,https://lichess.org/iblEeghv,Normal,300+3,0:20:16,945,33,Low rating,Low rating,300,3,Blitz,67,4,1,3,4,4,5,11,10,0,0,0,0,0,0,3,1,3,1,12,0
24410,1731,-6,2020.09.01,B02,Rated Blitz game,Alekhine Defense: Scandinavian Variation,1,0,Jan-00,https://lichess.org/an0B0K6J,Time forfeit,300+3,0:20:16,1732,6,Low rating,Low rating,300,3,Blitz,67,0,2,4,3,1,3,5,8,12,0,0,0,3,0,3,2,0,1,3,0
24414,1941,9,2020.09.01,A03,Rated Classical game,Bird Opening: Dutch Variation,0,1,0-1,https://lichess.org/TiVNWkkk,Normal,900+15,0:20:17,2106,-8,High rating,High rating,900,15,Rapid,34,1,1,2,4,1,0,4,5,0,0,0,0,0,0,2,0,1,0,3,0
24415,1306,-6,2020.09.01,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1,0,Jan-00,https://lichess.org/0N1lRgDH,Normal,60+0,0:20:17,1299,6,Low rating,Low rating,60,0,Bullet,59,2,1,4,2,2,1,8,4,0,0,0,0,0,0,1,0,0,0,8,0
24423,1573,-6,2020.09.01,C00,Rated Rapid game,French Defense,1,0,Jan-00,https://lichess.org/rinI8ImY,Normal,600+0,0:20:18,1561,6,Low rating,Low rating,600,0,Rapid,51,4,3,3,1,2,1,9,5,0,0,0,0,0,0,1,0,1,0,3,0
24424,1167,-5,2020.09.01,C42,Rated Rapid game,Petrov's Defense,1,0,Jan-00,https://lichess.org/xpjcxMp1,Normal,600+0,0:20:18,1187,33,Low rating,Low rating,600,0,Rapid,59,10,7,3,3,1,3,14,13,0,0,0,0,0,0,0,0,0,0,15,0
24430,1662,-7,2020.09.01,A40,Rated Bullet tournament https://lichess.org/tournament/GAdGz1co,Englund Gambit,1,0,Jan-00,https://lichess.org/4MEkQvTc,Time forfeit,60+0,0:20:18,1533,8,Low rating,Low rating,60,0,Bullet,45,3,0,1,0,1,2,5,2,5,0,0,0,0,0,4,0,1,0,3,0
24434,1402,7,2020.09.01,A41,Rated Bullet tournament https://lichess.org/tournament/GAdGz1co,Rat Defense: English Rat,0,1,0-1,https://lichess.org/ifcohx0F,Time forfeit,60+0,0:20:18,1497,-8,Low rating,Low rating,60,0,Bullet,82,4,2,6,5,4,1,14,8,0,5,0,0,0,0,0,0,0,0,5,0
24446,1530,-185,2020.09.01,B00,Rated Blitz tournament https://lichess.org/tournament/YjcEBmci,Nimzowitsch Defense: Williams Variation,1,0,Jan-00,https://lichess.org/H7PBB7yC,Normal,240+2,0:20:18,1115,48,Low rating,Low rating,240,2,Blitz,71,3,3,7,3,3,6,13,12,0,0,0,0,0,0,0,0,0,0,15,0
24451,1323,42,2020.09.01,A00,Rated Bullet game,Van't Kruijs Opening,0,1,0-1,https://lichess.org/WBXLPxjb,Time forfeit,60+0,0:20:18,1318,-5,Low rating,Low rating,60,0,Bullet,58,7,7,7,9,4,3,18,19,0,1,0,0,0,0,0,1,0,1,21,0
24462,1268,-6,2020.09.01,B23,Rated Bullet game,Sicilian Defense: Closed Variation,1,0,Jan-00,https://lichess.org/Gvtnxe76,Normal,60+0,0:20:18,1243,6,Low rating,Low rating,60,0,Bullet,73,5,7,5,4,2,4,12,15,4,0,1,0,0,0,1,0,0,0,16,1
24524,1316,6,2020.09.01,A40,Rated Blitz game,Englund Gambit Complex: Hartlaub-Charlick Gambit,0,1,0-1,https://lichess.org/y2JV1k3B,Time forfeit,300+0,0:20:22,1308,-8,Low rating,Low rating,300,0,Blitz,88,7,7,6,7,2,5,15,19,0,10,0,2,0,0,0,1,0,1,21,3
24546,1725,-7,2020.09.01,C64,Rated Bullet game,"Ruy Lopez: Classical Variation, Zukertort Gambit",1,0,Jan-00,https://lichess.org/4iorwsYc,Normal,60+0,0:20:24,1696,6,Low rating,Low rating,60,0,Bullet,55,1,0,4,1,1,1,6,2,0,0,0,0,0,0,0,0,0,0,1,0
24550,1219,-5,2020.09.01,B07,Rated Bullet game,Pirc Defense,1,0,Jan-00,https://lichess.org/KA3FwGld,Time forfeit,60+0,0:20:24,1240,6,Low rating,Low rating,60,0,Bullet,65,3,3,4,4,3,2,10,9,6,0,1,0,2,0,0,0,0,0,7,2
24553,1104,7,2020.09.01,B00,Rated Bullet game,Owen Defense,0,1,0-1,https://lichess.org/zi05ulde,Time forfeit,60+0,0:20:24,1176,-7,Low rating,Low rating,60,0,Bullet,78,3,3,3,5,3,2,9,10,8,4,1,0,1,1,0,0,0,0,9,1
24600,1451,-2,2020.09.01,C40,Rated Classical game,King's Pawn Game: McConnell Defense,1,0,Jan-00,https://lichess.org/ApXVR5nV,Normal,1500+20,0:20:27,1681,2,Low rating,Low rating,1500,20,Classical,53,3,1,6,6,0,4,9,11,0,0,0,0,0,0,0,0,0,0,16,0
24630,1158,-6,2020.09.01,C46,Rated Blitz game,Four Knights Game,1,0,Jan-00,https://lichess.org/82oozmb6,Normal,180+0,0:20:27,1117,70,Low rating,Low rating,180,0,Blitz,43,1,0,7,5,2,1,10,6,0,0,0,0,0,0,0,1,0,0,7,0
24631,2111,4,2020.09.01,B34,Rated Blitz game,"Sicilian Defense: Accelerated Dragon, Modern Variation",0,1,0-1,https://lichess.org/nDZeQnDa,Normal,180+0,0:20:27,2026,-4,High rating,High rating,180,0,Blitz,54,0,1,0,3,3,2,3,6,0,0,0,0,0,0,0,0,0,0,1,0
24639,1934,-6,2020.09.01,D31,Rated Blitz game,Semi-Slav Defense: Accelerated Move Order,1,0,Jan-00,https://lichess.org/Lho6GPsq,Normal,180+0,0:20:27,1923,6,High rating,High rating,180,0,Blitz,41,3,1,2,1,0,2,5,4,0,0,0,0,0,0,0,0,0,0,4,0
24659,1022,10,2020.09.01,A00,Rated Bullet game,Van't Kruijs Opening,0,1,0-1,https://lichess.org/x2SnXmpR,Normal,60+0,0:20:28,1043,-11,Low rating,Low rating,60,0,Bullet,50,0,2,0,1,2,5,2,8,0,0,0,0,0,0,0,0,0,0,1,0
24663,1496,-6,2020.09.01,B22,Rated Rapid game,Sicilian Defense: Alapin Variation,1,0,Jan-00,https://lichess.org/3gVcZX8k,Time forfeit,600+5,0:20:28,1456,21,Low rating,Low rating,600,5,Rapid,81,7,4,5,6,3,2,15,12,18,6,1,0,1,0,3,2,3,0,13,0
24665,1612,6,2020.09.01,B08,Rated Rapid game,Pirc Defense: Classical Variation,0,1,0-1,https://lichess.org/bs5gh9zR,Normal,600+5,0:20:28,1601,-6,Low rating,Low rating,600,5,Rapid,32,0,2,3,2,2,0,5,4,0,0,0,0,0,0,1,2,1,1,3,0
24667,1815,137,2020.09.01,C00,Rated Rapid game,French Defense: Knight Variation,0,1,0-1,https://lichess.org/Q1lvO4Kj,Normal,600+5,0:20:28,1964,-6,Low rating,High rating,600,5,Rapid,48,0,1,1,1,1,1,2,3,0,0,0,0,0,0,1,0,0,0,1,0
24695,1630,5,2020.09.01,C46,Rated Blitz game,Four Knights Game: Italian Variation,0,1,0-1,https://lichess.org/CuRN9W9B,Time forfeit,300+0,0:20:30,1580,-5,Low rating,Low rating,300,0,Blitz,100,2,2,7,7,4,4,13,13,14,13,1,1,0,0,0,1,0,1,12,2
24707,1486,6,2020.09.01,B52,Rated Blitz game,"Sicilian Defense: Canal Attack, Main Line",0,1,0-1,https://lichess.org/gMpnT7QD,Normal,300+3,0:20:31,1504,-6,Low rating,Low rating,300,3,Blitz,38,0,1,0,0,1,3,1,4,0,0,0,0,0,0,0,1,0,0,1,0
24716,1129,10,2020.09.01,C55,Rated Blitz game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",0,1,0-1,https://lichess.org/cA7RoCIg,Normal,300+3,0:20:31,1005,-3,Low rating,Low rating,300,3,Blitz,72,2,3,4,4,1,4,7,11,8,0,2,0,0,0,2,0,0,0,7,2
24753,1971,-6,2020.09.01,B01,Rated Blitz game,Scandinavian Defense: Mieses-Kotroc Variation,1,0,Jan-00,https://lichess.org/Rs9TNVMF,Normal,180+2,0:20:34,1940,6,High rating,High rating,180,2,Blitz,109,4,2,6,8,8,5,18,15,0,12,0,1,0,1,3,3,2,3,12,2
24787,1320,-26,2020.09.01,A00,Rated Rapid tournament https://lichess.org/tournament/u4DTaueH,Polish Opening,1,0,Jan-00,https://lichess.org/IEULbVnW,Time forfeit,600+0,0:20:36,1175,12,Low rating,Low rating,600,0,Rapid,77,5,5,3,1,0,0,8,6,8,0,0,0,0,0,0,0,0,0,11,0
24796,1277,24,2020.09.01,A40,Rated Blitz game,Queen's Pawn,0,1,0-1,https://lichess.org/37xX1sGm,Normal,360+0,0:20:36,1255,-5,Low rating,Low rating,360,0,Blitz,52,3,3,7,4,2,4,12,11,0,0,0,0,0,0,1,0,0,0,14,0
